N,P,K,temperature,humidity,ph,label
85,22,53,25.96534,89.77077,6.849472,7
82,22,45,26.22338,85.34866,6.512196,7
118,13,54,24.41312,89.81574,6.039585,7
83,25,53,26.49195,80.04678,6.057697,7
86,15,47,24.04356,84.18407,6.423899,7
101,10,47,25.54217,83.31883,6.936998,7
119,9,50,26.74551,83.91959,6.251287,7
104,17,46,25.71314,80.22973,6.190016,7
95,12,51,25.76484,84.1727,6.681607,7
102,14,52,26.7949,89.64815,6.51076,7
109,21,55,24.90046,89.73524,6.770278,7
81,18,50,26.80751,88.22875,6.429788,7
103,17,51,25.11189,80.02621,6.209888,7
105,14,50,26.21488,87.6884,6.419052,7
97,8,52,24.91032,86.9719,6.237862,7
120,19,49,25.79449,84.26831,6.762472,7
95,16,55,25.26931,87.55055,6.612848,7
83,29,52,25.76403,87.59311,6.704689,7
83,9,45,25.85484,89.13164,6.04961,7
91,21,50,24.33528,81.4403,6.76203,7
116,5,54,25.37601,80.99314,6.653987,7
112,28,54,24.86095,85.05319,6.738031,7
88,29,51,24.71885,88.94568,6.09569,7
118,15,45,24.21496,84.20577,6.538006,7
92,21,48,25.81692,82.04326,6.377427,7
106,14,45,24.47019,84.1639,6.417012,7
99,5,47,24.13079,84.84495,6.649087,7
98,8,51,26.17935,86.52258,6.259336,7
108,22,46,26.17669,86.72952,6.121169,7
119,7,55,26.03868,84.63784,6.031424,7
117,27,48,26.53259,82.39054,6.835268,7
109,10,53,26.81939,87.82746,6.55175,7
80,16,46,25.50406,81.40297,6.940236,7
100,18,52,26.20234,80.38266,6.876067,7
91,7,53,25.13736,89.28273,6.457217,7
86,6,53,25.9203,83.47203,6.921848,7
107,5,52,26.66346,89.98405,6.881426,7
103,16,49,24.06731,81.64075,6.915717,7
101,20,48,24.67742,82.75411,6.206247,7
85,25,47,26.1144,87.64081,6.295425,7
84,7,51,26.8153,87.65694,6.399669,7
102,28,54,25.15623,80.27525,6.862157,7
98,25,52,25.28014,83.15394,6.224066,7
97,25,50,26.22006,80.90127,6.093815,7
90,16,45,24.92093,80.61751,6.29154,7
95,12,46,26.21668,81.01009,6.322817,7
82,23,49,26.81384,87.21987,6.873284,7
82,25,51,24.31335,87.47409,6.07421,7
110,28,46,24.29105,88.04541,6.498896,7
118,21,51,24.42999,86.33905,6.678805,7
120,20,45,25.66576,88.69842,6.114129,7
91,7,52,25.07804,83.4623,6.405054,7
81,6,55,24.88911,85.87059,6.110143,7
101,13,54,25.42901,82.91482,6.828983,7
101,17,55,24.37118,87.12691,6.4515,7
111,6,53,26.49306,88.59143,6.313513,7
107,10,49,25.83203,89.00482,6.755192,7
115,11,46,24.41593,89.39656,6.623167,7
84,25,52,24.3719,81.25148,6.125324,7
120,7,47,24.24782,83.03688,6.653868,7
91,12,46,24.64458,85.49938,6.343943,7
89,22,52,24.89681,86.10783,6.217301,7
113,19,46,25.41864,81.12123,6.286388,7
97,22,50,26.26029,86.14586,6.769894,7
117,30,50,24.90124,87.20773,6.744966,7
90,14,52,24.84741,89.20455,6.391858,7
104,23,47,26.98213,86.70068,6.770434,7
81,16,45,26.90436,86.25426,6.727468,7
88,5,47,25.86475,86.67468,6.662245,7
92,7,45,26.70608,81.1415,6.94464,7
81,18,50,26.44019,80.91934,6.507111,7
111,5,55,26.28344,84.42479,6.520663,7
108,23,51,26.84366,83.8504,6.106501,7
113,30,50,26.03967,83.98624,6.277484,7
83,10,53,24.92995,85.00802,6.195142,7
101,11,51,25.50737,84.2434,6.792036,7
114,21,55,25.44384,87.93923,6.472756,7
99,6,45,26.12589,86.55079,6.000976,7
92,20,55,25.10475,87.52676,6.587791,7
92,7,48,26.27521,86.6325,6.956509,7
91,24,55,26.27062,83.09195,6.259087,7
110,21,54,26.73691,87.8243,6.747538,7
112,25,51,25.04747,85.56673,6.932537,7
89,25,54,24.69369,85.56968,6.353107,7
100,10,53,24.54357,84.60808,6.211749,7
83,22,54,25.89762,81.96665,6.277245,7
95,14,50,26.63331,84.31757,6.560444,7
119,30,49,25.35795,80.45846,6.90302,7
97,12,47,25.28785,89.63668,6.765095,7
110,7,45,26.63839,84.69547,6.189214,7
96,18,50,25.33104,84.30534,6.904242,7
83,23,55,26.8975,83.89241,6.463271,7
120,24,47,26.98604,89.41385,6.260839,7
115,17,55,27.57827,94.11878,6.776533,8
114,27,48,27.82055,93.03555,6.528404,8
101,25,52,29.0991,94.22238,6.750146,8
118,18,52,28.04944,90.83131,6.562833,8
95,26,45,29.91691,94.55696,6.11753,8
81,25,49,29.86896,93.25103,6.07646,8
117,24,53,29.17221,92.21405,6.293486,8
114,30,51,29.24909,90.06998,6.069172,8
113,6,52,27.76317,90.35568,6.740984,8
108,26,52,28.82629,94.26765,6.201798,8
81,30,48,28.5238,92.09688,6.041027,8
115,9,52,29.06785,90.97686,6.019372,8
83,7,45,29.08418,90.73892,6.704104,8
84,21,55,28.47091,94.79453,6.494251,8
109,26,45,28.27974,90.38971,6.224535,8
95,27,55,28.47213,91.21322,6.160414,8
119,5,55,29.68847,94.30112,6.168758,8
110,14,51,27.02415,91.66738,6.085445,8
82,18,48,29.09588,94.16748,6.159051,8
87,14,48,29.69239,92.58863,6.606033,8
85,9,53,28.20619,92.86799,6.447663,8
100,6,53,29.05248,93.92218,6.10591,8
107,12,46,29.5724,93.6187,6.559763,8
91,13,47,29.10968,92.43511,6.144109,8
102,25,50,28.20481,92.9144,6.099662,8
117,25,53,29.11859,92.12543,6.413927,8
85,21,52,29.62801,90.10052,6.075144,8
104,25,55,29.81197,90.36881,6.123803,8
102,24,54,27.72338,90.93898,6.698469,8
116,25,50,29.26093,92.92368,6.088886,8
100,17,48,29.72791,94.29753,6.367801,8
110,25,54,28.91106,90.78414,6.425931,8
104,25,51,28.96361,93.88482,6.469983,8
107,11,54,28.59052,91.33617,6.094016,8
98,26,52,27.33898,90.69759,6.150091,8
88,17,52,29.90416,90.75284,6.646962,8
87,25,46,27.42712,90.02696,6.379691,8
120,8,46,29.55658,90.70937,6.732834,8
95,13,46,29.84071,93.76313,6.12602,8
108,22,47,28.53546,91.72743,6.161124,8
82,13,52,27.11535,94.86908,6.44281,8
120,23,55,27.84493,91.60667,6.732049,8
110,22,47,29.03157,91.82173,6.243674,8
95,23,45,27.82424,90.56699,6.266209,8
106,10,49,27.72653,92.00688,6.350624,8
99,12,52,28.69708,94.3076,6.002927,8
106,20,51,29.7302,90.97016,6.342573,8
83,11,53,29.54097,92.91778,6.163921,8
117,19,55,28.80312,91.78337,6.121745,8
98,26,49,27.29036,90.5333,6.13016,8
113,20,48,27.46584,94.87679,6.440585,8
101,17,47,29.49401,94.72981,6.185053,8
98,7,45,27.79162,92.51055,6.157725,8
93,22,48,29.12534,91.52291,6.776988,8
95,21,47,27.93114,93.56161,6.431971,8
109,12,48,29.45772,92.12535,6.708744,8
118,12,47,27.96872,92.17445,6.01074,8
100,14,49,29.48883,91.07574,6.365957,8
89,9,47,29.47156,90.7707,6.668383,8
95,16,46,27.07673,90.14363,6.746695,8
95,7,45,27.30009,90.80015,6.031666,8
87,6,45,29.82729,90.79007,6.400772,8
93,20,50,29.93061,93.22981,6.448793,8
84,29,49,29.94349,93.90741,6.25142,8
111,5,47,28.03306,91.47356,6.274453,8
111,5,52,29.88431,94.03711,6.135996,8
111,15,54,27.70584,92.91186,6.19409,8
89,11,47,29.78714,94.65344,6.327823,8
110,15,48,28.5782,92.86597,6.212567,8
95,30,52,29.4807,90.33699,6.640471,8
115,12,52,27.51492,94.96219,6.685553,8
120,25,50,28.05458,94.81637,6.32721,8
102,11,45,29.03167,93.12603,6.355443,8
94,5,55,28.58546,91.89217,6.085682,8
84,18,46,27.08808,93.42402,6.78105,8
107,22,54,27.99612,90.8466,6.630301,8
80,18,52,27.87317,91.1485,6.4848,8
86,18,45,28.96587,90.71833,6.566759,8
113,28,48,28.87726,92.4884,6.170521,8
115,18,53,29.17052,94.1979,6.01248,8
82,20,54,29.34034,90.01506,6.54115,8
98,22,47,29.07265,91.91533,6.341401,8
117,25,54,28.68276,92.50969,6.150686,8
83,15,49,28.92706,91.39357,6.438008,8
120,16,51,27.99902,91.64193,6.547042,8
111,5,50,27.5935,91.79743,6.399891,8
85,21,47,29.87331,90.60932,6.18677,8
90,23,54,28.55852,90.45773,6.159021,8
99,29,55,29.19379,91.46241,6.660955,8
102,11,47,27.98781,92.78226,6.504907,8
80,18,51,28.05381,91.81759,6.706053,8
87,21,52,27.35063,94.2912,6.067665,8
114,8,52,29.34081,94.55135,6.419083,8
99,6,46,28.61475,94.22253,6.396379,8
89,25,50,27.04864,91.34685,6.375923,8
96,13,55,29.52753,94.57459,6.700338,8
82,26,47,28.50416,93.46806,6.565313,8
106,21,52,28.89579,94.78993,6.286515,8
90,15,52,27.04927,91.38217,6.448062,8
106,16,54,28.96018,91.69532,6.585873,8
24,128,196,22.75089,90.69489,5.521467,9
7,144,197,23.8494,94.34815,6.133221,9
14,128,205,22.60801,94.58901,6.22629,9
8,120,201,21.18667,91.13436,6.321152,9
20,129,201,23.41045,91.69913,5.587906,9
32,137,204,22.86007,93.1286,5.824152,9
27,139,205,22.48403,93.40819,5.77218,9
0,123,205,22.02775,92.96129,5.790993,9
22,144,196,21.91191,91.68748,6.499227,9
1,124,199,23.71059,93.27392,5.658474,9
30,122,197,21.37785,92.72044,5.573241,9
29,121,196,22.84853,94.3213,6.079497,9
13,126,204,23.10943,92.79631,6.38318,9
9,139,199,23.25231,94.54128,5.867421,9
0,133,200,23.67288,90.49356,5.708419,9
30,143,199,23.76882,90.5981,5.798351,9
36,140,198,23.34386,91.47685,6.281884,9
37,137,199,22.63946,90.18452,5.697946,9
33,121,203,22.45697,94.76285,5.605934,9
7,144,195,22.96388,93.58066,5.856481,9
35,128,205,21.07273,93.56586,6.041054,9
29,128,198,22.44075,92.70785,5.685062,9
2,143,196,22.71271,90.45262,5.669489,9
34,140,198,21.70417,93.44006,5.751707,9
29,144,204,22.43325,92.48668,5.800449,9
32,141,203,21.25941,92.84416,5.821348,9
13,144,197,22.92157,94.89613,6.280223,9
25,143,198,22.81213,91.51862,6.027314,9
9,137,200,21.12152,90.68788,5.636687,9
6,144,198,21.11479,90.31529,5.559364,9
37,126,196,23.59997,90.97598,5.596449,9
2,120,203,23.12653,94.71203,5.893493,9
11,143,197,22.98459,93.32045,5.875719,9
10,141,201,22.12659,90.97818,6.386021,9
24,142,202,22.5378,91.48136,5.71082,9
23,138,195,22.49095,91.70293,5.795986,9
18,125,204,22.35548,94.47812,6.046674,9
13,121,196,22.20701,93.50574,6.443383,9
26,122,202,22.44517,94.73764,5.617227,9
28,123,202,22.76643,92.12439,6.442289,9
26,121,201,22.19109,90.02575,6.162034,9
21,137,196,23.61192,91.70294,5.812782,9
21,135,198,23.86087,94.92048,5.765015,9
5,144,205,21.42177,92.62665,6.184923,9
2,123,205,22.36629,90.78572,5.739652,9
15,133,199,23.99686,91.61002,5.824779,9
31,130,198,21.8013,92.73447,5.554824,9
25,143,200,23.80436,92.80442,6.024249,9
16,143,204,23.71475,91.53331,5.631333,9
19,122,202,23.34467,90.37981,5.811975,9
10,125,196,22.31254,90.03577,5.730557,9
20,139,202,23.50201,92.21084,5.669991,9
28,123,198,23.4626,91.45665,5.682751,9
28,136,200,23.06204,92.39544,6.245859,9
2,131,199,22.47421,91.2276,6.01737,9
2,140,197,22.6978,92.82223,5.534567,9
27,138,201,23.66682,93.90191,5.952368,9
30,127,204,22.5005,92.45878,6.126437,9
32,145,203,23.83054,90.84422,6.406819,9
29,139,205,23.64142,93.74461,6.155939,9
26,126,195,21.41364,92.99125,5.878569,9
40,136,202,22.85267,94.57646,5.935336,9
6,124,200,22.98208,93.84505,5.971332,9
35,138,200,21.1991,90.80819,5.671306,9
17,136,196,23.87192,90.49939,5.882156,9
33,134,205,21.03653,94.3392,6.085519,9
16,143,197,22.61712,93.51978,5.904026,9
27,120,200,21.45279,90.74532,6.110219,9
29,145,205,22.81228,92.12992,6.212303,9
3,141,197,21.98142,91.12719,6.142803,9
15,123,204,22.52709,92.5478,6.365973,9
5,136,195,22.35629,91.9236,6.264203,9
10,136,204,21.19852,92.15595,6.276199,9
7,141,195,23.88125,93.45068,5.514253,9
2,129,201,22.78234,94.36804,5.682344,9
29,138,197,22.19055,92.43764,5.830892,9
30,137,200,22.9143,90.70476,5.603413,9
29,132,204,23.08951,90.22507,6.096753,9
14,139,197,21.72485,92.83976,6.05653,9
18,125,203,22.44308,91.59234,6.160267,9
33,143,204,21.13161,91.9577,5.814435,9
40,144,196,22.71751,92.2548,5.987263,9
9,143,197,23.75033,92.8816,5.570021,9
38,135,203,23.76122,93.66164,5.965551,9
28,130,196,22.13451,94.67696,6.062356,9
35,142,203,21.17089,90.2373,5.895319,9
12,129,205,22.36238,91.15762,6.119432,9
1,135,203,22.77857,92.70124,5.624203,9
0,145,205,21.22503,90.09878,5.520783,9
31,121,201,23.15791,90.34397,5.731535,9
35,131,203,22.42776,93.91722,5.893491,9
29,140,195,23.64083,90.95258,5.560521,9
33,138,198,22.29423,90.69034,6.222391,9
14,140,197,23.35225,90.90055,6.071255,9
35,145,195,22.03912,94.58076,6.23195,9
40,120,197,23.80594,92.48879,5.889481,9
25,132,198,22.31944,90.85174,5.732758,9
31,137,196,22.14464,93.82567,6.400321,9
36,144,196,23.65168,94.50529,6.496934,9
10,140,197,22.16939,90.27186,6.229499,9
22,30,12,15.78144,92.51078,6.354007,10
37,6,13,26.03097,91.50819,7.511755,10
27,13,6,13.36051,91.35608,7.335158,10
7,16,9,18.87958,92.04304,7.813917,10
20,7,9,29.47742,91.57803,7.129137,10
26,27,10,28.06903,92.91487,6.079998,10
5,23,15,25.66901,92.04671,7.408939,10
0,18,14,29.77149,92.0072,7.207991,10
39,24,14,30.55473,90.90344,7.18926,10
13,23,6,23.96148,90.26408,7.365338,10
21,17,15,23.9829,91.54731,7.455991,10
33,12,8,25.26053,90.31154,6.822282,10
6,9,12,31.08369,90.14363,7.028746,10
19,7,10,14.78003,91.22062,6.11843,10
24,18,6,26.56608,94.4524,6.285313,10
9,11,8,24.85903,94.39,6.559237,10
31,8,7,34.51465,93.63813,7.163246,10
22,17,5,24.12189,90.72352,6.945563,10
13,5,8,23.8534,90.10523,7.474711,10
16,8,9,24.60298,91.28409,7.60119,10
4,13,6,15.63211,94.25966,7.561143,10
0,25,14,19.33517,91.97979,6.361671,10
8,7,10,28.26205,91.98317,6.929216,10
4,23,5,22.67594,93.36349,7.477935,10
33,14,8,21.032,92.9642,7.68442,10
30,7,15,33.23453,91.06054,7.825532,10
21,29,12,22.30319,92.15987,6.438669,10
11,14,5,11.50323,94.89332,6.946355,10
9,8,15,14.3432,94.35735,7.994465,10
5,18,14,33.1057,93.48447,7.434119,10
29,25,14,30.49184,90.45829,7.781989,10
33,12,15,30.25578,92.03273,6.052318,10
8,16,6,12.22816,90.26457,7.10665,10
15,14,8,10.01081,90.22399,6.220943,10
16,7,8,22.79197,90.60902,6.420457,10
0,12,7,20.18432,90.65458,6.96925,10
5,25,6,30.7212,94.01332,6.011302,10
6,8,11,24.35591,92.39652,6.600949,10
10,5,5,21.21307,91.35349,7.817846,10
1,17,6,10.7869,91.38412,6.819827,10
1,30,10,11.89926,91.34664,7.291406,10
0,23,15,22.56664,93.37489,7.598729,10
24,27,9,18.86883,93.24688,6.157135,10
36,11,13,17.34084,93.04897,7.191727,10
40,21,8,34.90665,92.8782,7.418762,10
40,22,6,24.5361,91.90997,6.488221,10
32,18,13,13.83773,91.7478,6.044167,10
9,10,10,22.3551,93.52212,6.010392,10
13,16,8,34.74005,93.12317,6.949839,10
15,9,11,11.54786,94.14861,7.907956,10
29,11,5,23.13339,91.9467,7.639788,10
1,15,9,29.98365,94.5524,7.533509,10
18,5,11,20.87947,90.93756,6.251587,10
14,22,9,17.24945,91.13773,6.543192,10
33,15,7,15.83389,91.68294,7.651225,10
4,6,7,23.01014,91.11764,6.70889,10
17,16,14,16.39624,92.18152,6.625539,10
12,20,10,24.45133,93.10528,6.528355,10
34,29,8,31.87859,91.15248,6.45064,10
39,28,10,31.3492,91.48248,7.181908,10
31,25,12,18.05142,90.0397,7.016482,10
12,6,8,30.84835,92.86774,6.388617,10
12,29,13,22.45617,91.52782,7.571254,10
26,11,11,13.70319,90.95589,7.609348,10
19,24,15,20.48955,93.72485,7.137137,10
39,21,9,13.20844,94.02769,6.354023,10
16,29,13,32.31944,93.67805,6.196908,10
36,29,13,20.68185,90.91511,7.829507,10
37,23,12,31.52676,90.50622,6.395258,10
39,9,15,25.35468,91.81183,7.992042,10
31,5,14,17.66545,91.69866,6.583412,10
18,12,8,12.59094,91.81669,6.206053,10
20,20,10,11.86632,93.68395,6.976998,10
5,8,5,11.03368,92.22707,6.562595,10
20,8,12,25.29904,94.9642,7.260416,10
25,21,11,32.23798,90.15407,6.460045,10
14,19,14,17.68409,94.35815,6.699165,10
37,18,12,10.27089,90.19148,7.401122,10
26,15,6,17.22035,94.78797,6.912033,10
13,22,5,19.66706,90.50097,7.76404,10
32,25,9,10.3561,93.75652,7.796034,10
19,7,9,27.25544,91.71369,6.969883,10
28,7,9,34.59178,92.1323,6.730758,10
24,30,11,32.39524,94.51768,6.601396,10
7,17,10,10.16431,91.22321,6.465913,10
18,23,8,21.49119,93.4395,6.413548,10
7,20,12,16.5346,94.7676,6.475275,10
20,23,11,31.85207,90.1222,6.407716,10
18,14,11,28.048,90.00622,6.550814,10
34,11,10,31.75049,94.59551,7.362208,10
20,29,10,29.07413,93.27189,7.365492,10
37,24,13,19.14382,90.71037,7.854624,10
12,8,10,16.1482,91.4448,7.995849,10
34,10,14,34.05297,92.05812,6.725601,10
6,13,9,34.51424,90.56151,7.786725,10
27,30,5,32.71749,90.54608,7.656978,10
13,8,12,25.16297,92.54736,7.105905,10
6,7,7,27.68167,94.47317,7.199106,10
40,17,15,21.35093,90.9493,7.871063,10
31,26,9,11.69895,93.25639,7.566166,10
61,68,50,35.21463,91.49725,6.793245,11
58,46,45,42.39413,90.79028,6.576261,11
45,47,55,38.41916,91.1422,6.751453,11
39,65,53,35.33295,92.11509,6.560743,11
31,68,45,42.92325,90.07601,6.938313,11
70,68,45,33.83509,92.8547,6.991626,11
68,62,50,33.20258,92.76438,6.9777,11
34,65,47,23.48547,93.71044,6.833769,11
38,68,54,29.33711,90.81781,6.73917,11
69,64,47,40.21199,94.50767,6.993473,11
58,51,47,42.13474,91.70445,6.757471,11
59,47,53,32.86317,91.46189,6.850663,11
44,64,54,29.80744,91.38048,6.742749,11
56,57,48,31.56214,93.04849,6.506121,11
69,60,54,36.32268,93.06134,6.989927,11
56,58,49,37.13165,94.60762,6.692156,11
49,55,53,38.44187,93.63739,6.54403,11
38,51,52,32.66161,90.78932,6.927804,11
54,65,47,27.92766,91.55594,6.721836,11
57,57,51,39.01793,91.48816,6.992234,11
39,52,53,32.51247,94.65904,6.704204,11
58,67,45,38.72383,91.72515,6.702425,11
61,64,52,43.30205,92.83405,6.641099,11
34,62,55,27.58549,90.72527,6.585346,11
31,48,45,40.78882,92.90951,6.563135,11
47,46,52,23.19451,91.40302,6.502289,11
32,68,52,32.68067,92.61716,6.800321,11
36,59,46,34.28879,93.61083,6.721131,11
61,51,51,39.3005,94.16193,6.574678,11
70,54,46,39.73149,91.12221,6.919342,11
44,56,49,39.23342,91.25589,6.51978,11
34,68,51,27.34735,94.17757,6.687088,11
50,59,47,40.76999,92.09279,6.747976,11
39,70,52,26.2656,90.79668,6.651491,11
34,61,49,28.12971,93.32107,6.502675,11
44,60,55,34.28046,90.55562,6.825371,11
31,62,52,33.79602,93.00754,6.991041,11
65,62,51,31.53244,90.87395,6.511625,11
44,57,53,42.30496,90.51432,6.931721,11
50,47,48,24.63677,90.61964,6.712772,11
43,50,48,28.28223,91.3706,6.630165,11
60,46,53,24.48621,92.98255,6.761953,11
70,68,55,42.84609,94.63548,6.691202,11
59,62,52,43.67549,93.10887,6.608668,11
60,58,51,42.07214,92.92203,6.840802,11
42,60,47,33.46874,92.12746,6.834808,11
35,66,47,31.70184,91.66232,6.953439,11
34,65,48,41.41968,90.03863,6.665025,11
36,54,46,42.54744,94.94482,6.662876,11
39,64,52,28.91842,94.63677,6.678696,11
37,52,47,43.08023,93.90306,6.542777,11
33,47,46,29.20301,93.96834,6.839444,11
34,48,48,41.04224,91.37258,6.805277,11
49,54,50,25.62447,93.1824,6.762522,11
40,65,49,35.32876,91.06139,6.678449,11
68,52,49,24.42561,92.27749,6.577192,11
50,46,52,31.18298,90.21647,6.734006,11
65,63,50,31.88343,91.32565,6.524459,11
40,49,47,42.93369,91.17567,6.501521,11
42,53,48,23.11408,94.31995,6.75848,11
49,55,51,24.87212,93.9056,6.676579,11
59,62,49,43.36052,93.35192,6.941497,11
63,58,47,26.83054,90.7538,6.864144,11
70,65,52,30.42012,93.1266,6.583529,11
63,50,52,28.64556,93.22643,6.751748,11
40,64,47,32.50038,93.47889,6.893509,11
63,58,50,43.03714,94.64289,6.720744,11
45,58,49,30.10773,90.34546,6.827813,11
66,69,47,23.69212,93.61056,6.9123,11
54,67,52,35.67667,93.30642,6.586107,11
69,67,52,27.71949,94.43877,6.827306,11
67,68,49,35.26825,92.38283,6.821775,11
45,57,47,23.16856,90.78821,6.656459,11
56,50,52,33.08706,92.25198,6.770385,11
70,50,53,37.46209,90.44968,6.93381,11
44,47,45,38.73219,94.73613,6.579441,11
50,60,47,32.57721,92.74889,6.927918,11
52,51,53,38.38231,93.10379,6.985804,11
35,68,45,42.93605,90.09448,6.61243,11
68,69,52,25.65492,92.74502,6.813383,11
32,55,52,37.589,91.9974,6.96776,11
32,55,51,29.60719,93.15643,6.57398,11
48,62,47,25.34756,93.02871,6.803095,11
39,69,53,25.93004,93.02358,6.964955,11
49,61,45,32.76796,94.57377,6.764213,11
48,57,54,29.02328,90.20397,6.617703,11
69,66,49,40.00439,90.17016,6.52711,11
53,55,55,33.32316,91.25271,6.709669,11
38,61,52,31.2279,94.94021,6.62073,11
57,64,55,26.68386,92.95854,6.58376,11
51,57,55,24.70528,90.14732,6.676407,11
56,65,45,38.20168,93.9738,6.751299,11
54,66,52,36.5677,93.79503,6.867554,11
58,55,47,26.05376,93.69112,6.74249,11
68,70,54,31.29986,92.76039,6.986229,11
42,59,55,40.10208,94.3511,6.979102,11
43,64,47,38.58954,91.58077,6.825665,11
35,67,49,41.3133,91.15088,6.617067,11
56,59,55,37.03552,91.7943,6.551893,11
39,64,53,23.0124,91.07356,6.59886,11
18,30,29,26.76275,92.86057,6.420019,12
37,23,28,25.61294,94.31388,5.740055,12
13,28,33,28.13012,95.64808,5.686973,12
2,21,35,25.02887,91.53721,6.293662,12
10,18,35,27.79798,99.64573,6.381975,12
7,11,32,29.25903,95.11295,5.542169,12
39,5,31,27.10135,93.6998,5.551963,12
34,6,27,25.84726,90.92669,5.86074,12
31,30,29,26.5858,90.98618,5.558807,12
25,7,35,28.38504,99.18844,5.557712,12
16,18,26,28.43647,91.81321,5.568366,12
26,10,33,28.27298,96.93649,6.070718,12
27,8,32,27.00648,96.46169,5.627861,12
37,18,30,27.63551,99.34855,6.384884,12
19,15,34,26.29645,99.65809,5.685889,12
0,19,33,27.1326,95.23798,6.234458,12
31,20,26,25.56568,97.61362,6.443169,12
9,17,32,25.94952,93.40549,5.842318,12
22,11,29,28.03381,95.01631,5.955743,12
31,6,26,29.12859,91.30925,5.741367,12
34,6,30,27.08283,97.00155,5.948343,12
24,6,32,28.11321,90.01735,6.387068,12
1,8,26,27.51363,94.18956,5.562912,12
31,13,33,27.63835,95.48763,5.859719,12
10,9,28,29.01257,94.01014,6.282955,12
36,27,26,26.58414,95.78923,6.254496,12
38,24,33,28.28905,97.00396,5.973853,12
11,6,25,28.69165,96.65249,6.081568,12
16,14,30,29.70931,96.30484,6.374668,12
33,14,35,27.14865,96.66355,6.027707,12
16,6,29,29.28725,91.95615,5.868285,12
32,11,31,25.06872,93.3141,6.205932,12
38,14,30,26.9245,91.20106,5.570745,12
8,6,33,28.27804,93.64761,6.095261,12
23,6,33,29.18033,92.73041,6.02579,12
29,25,35,28.35751,91.64509,5.542874,12
24,14,33,29.38073,93.27566,6.36622,12
32,12,30,25.39241,98.08951,5.579845,12
30,25,31,26.31271,98.62048,5.804965,12
14,21,35,29.52501,91.91185,6.121006,12
27,22,29,28.83215,92.1717,6.000249,12
40,5,29,28.48445,97.76865,5.820979,12
17,11,32,28.74013,93.39676,5.620734,12
30,30,35,25.00872,95.59224,6.001936,12
28,10,30,29.86908,91.14723,6.305741,12
39,7,29,27.54273,94.59086,6.362544,12
32,20,35,26.52166,98.38228,5.588655,12
7,15,32,25.03512,95.8974,6.182233,12
29,17,29,29.20395,95.66997,5.959493,12
34,15,34,27.05826,91.1051,5.677283,12
14,23,25,26.18552,96.96638,5.612123,12
18,19,29,27.59377,92.4852,6.206078,12
7,21,35,25.76012,94.65831,5.764812,12
24,27,34,28.87863,95.1132,6.203377,12
39,29,29,26.50909,94.48415,6.143663,12
29,8,28,26.87038,91.72546,6.100429,12
10,24,27,27.57284,94.90486,5.70841,12
0,29,32,28.05912,98.3671,5.868256,12
32,11,31,29.51612,92.56493,6.461226,12
37,10,32,28.96318,95.16334,6.165085,12
20,29,27,25.09898,92.36099,6.047044,12
31,29,35,27.18723,92.19907,6.137103,12
17,30,27,29.03065,90.79094,5.894027,12
1,12,30,27.7543,95.94644,5.562224,12
6,13,29,27.31156,99.96906,5.832608,12
15,28,32,28.84271,99.64329,6.218572,12
27,24,29,26.61423,96.97301,6.142011,12
3,23,30,29.70143,95.65754,6.078807,12
8,26,26,25.5476,91.64195,5.702485,12
20,28,26,26.37978,91.49883,5.547595,12
26,18,27,27.45908,92.90736,5.836075,12
1,6,35,27.02269,95.71935,6.231663,12
27,30,31,28.98545,90.73967,5.71812,12
23,7,34,26.10551,91.52421,5.852038,12
0,26,31,25.07072,95.02157,5.547933,12
38,6,25,25.54963,96.92787,6.156259,12
25,12,26,28.56974,95.67907,6.436314,12
40,5,32,26.07011,96.70362,5.98117,12
0,19,31,25.51791,94.38421,6.271953,12
26,9,32,25.94904,94.73861,6.470466,12
35,30,34,28.29748,95.41123,6.141502,12
19,30,30,29.56549,91.40896,5.826381,12
31,13,33,29.69952,95.21224,6.342464,12
17,29,26,26.14162,93.28415,6.071897,12
2,30,30,26.00175,94.79998,6.331052,12
30,13,25,27.15116,91.48889,6.413185,12
8,15,33,28.97319,98.09861,5.50158,12
18,12,35,26.13958,96.38581,6.338721,12
8,28,30,25.51618,94.33465,6.015672,12
40,22,29,27.55822,99.98188,5.735364,12
27,10,33,27.81133,97.48411,6.465906,12
21,20,31,25.60034,99.72401,5.855458,12
3,9,35,26.91642,99.84672,6.318553,12
22,16,27,29.17979,90.27214,6.006785,12
27,8,30,26.446,98.29938,6.008386,12
22,8,33,28.43573,95.88404,5.665785,12
28,27,32,28.941,93.00109,5.764615,12
23,21,26,26.45489,93.45043,5.901496,12
37,5,34,25.79491,93.84151,5.779033,12
19,26,29,26.93142,98.80314,5.671549,12
133,47,24,24.40229,79.19732,7.231325,13
136,36,20,23.09596,84.86276,6.925412,13
104,47,18,23.96563,76.97697,7.633437,13
133,47,23,24.88738,75.62137,6.827355,13
126,38,23,25.36244,83.63276,6.176716,13
126,50,19,24.69457,81.73589,6.628723,13
113,41,20,25.00172,80.53966,7.256878,13
121,45,22,22.45943,81.30681,6.443785,13
121,47,16,23.60564,79.29573,7.72324,13
129,60,22,24.58453,79.12404,5.947449,13
107,45,25,23.08659,83.55546,7.227746,13
122,59,18,23.5001,83.63489,6.219469,13
140,38,15,24.1473,75.88299,6.02144,13
102,49,21,24.69316,84.84422,6.253344,13
111,40,25,24.48469,84.44932,6.187456,13
